txId,class
68608241,3
68608251,3
68608252,3
68608254,3
68608258,3
68608262,3
68608272,3
68608275,3
68608278,3
68608279,3
68608281,3
68608283,3
68608285,3
68608288,3
68608302,3
68608322,3
68608348,3
68608355,3
68608410,3
68608417,3
68608423,3
68608435,3
68608444,3
68608449,3
68608465,3
68608494,3
68608502,3
68608511,3
68608527,3
68608533,3
68608704,3
68608756,3
68608759,3
68608761,3
68611179,3
68612666,3
68612674,3
68612688,3
68612693,3
68612701,3
68612713,3
68612724,3
68612730,3
68612737,3
68612752,3
68612760,3
68612773,3
68612775,3
68612790,3
68612794,3
68612803,3
68612807,3
68612815,3
68613780,3
68613900,3
68613910,3
68613939,2
68614111,3
68614340,3
68614353,3
68614355,3
68614361,3
68614365,3
68614371,3
68614380,3
68614402,2
68614421,3
68614546,2
68615639,3
68615846,3
68616100,3
68616309,3
68616313,3
68616531,3
68617026,3
68617036,3
68617041,3
68617049,2
68617058,3
68617103,3
68617116,3
68617178,2
68617199,3
68617206,3
68617421,3
68617524,3
68617820,3
68620251,3
68620260,3
68620262,3
68620272,3
68620701,3
68620958,3
68621082,3
68621103,2
68621110,3
68621618,2
68621754,3
68622267,3
68622573,3
68623387,3
68623394,3
68623513,3
68623541,3
68624231,3
68624235,3
68624270,3
68624354,3
68624357,3
68624619,3
68624622,3
68624624,3
68624627,3
68624712,3
68624715,3
68624951,3
68626691,3
68626695,3
68626697,3
68626700,3
68626702,3
68626758,3
68626765,3
68626770,3
68626774,3
68626785,3
68626793,3
68627177,3
68629289,3
68629305,2
68629326,2
68629330,3
68629335,2
68629341,3
68629347,2
68629355,3
68629362,3
68629367,3
68629376,3
68629381,3
68629384,3
68629411,3
68629438,2
68629448,3
68629453,3
68629462,3
68629484,3
68629521,2
68629525,3
68629684,2
68629865,2
68631417,2
68631448,3
68631461,2
68631624,3
68631908,3
68631911,3
68632004,3
68632017,3
68632274,3
68632275,3
68632288,3
68632292,3
68632297,3
68632426,3
68633801,3
68633843,3
68634121,2
68634280,3
68634862,3
68634962,3
68634995,3
68635005,3
68635402,3
68635503,3
68636072,3
68658727,3
68688988,3
68698893,3
68698898,3
68698905,3
68698914,3
68699073,3
68699237,3
68699240,3
68699245,3
68699382,3
68699539,3
68699544,3
68699547,3
68699551,3
68699554,3
68699556,3
68699558,3
68699578,3
68699579,3
68699584,3
68699717,3
68699720,3
68699723,3
68699725,3
68699728,3
68699732,3
68699735,3
68699738,3
68699739,3
68699748,3
68699760,3
68699770,3
68699778,3
68699784,3
68699793,3
68699806,3
68699812,3
68699816,3
68699819,3
68699836,3
68699842,3
68699845,3
68699852,3
68699853,3
68699859,3
68699870,3
68699874,3
68700126,3
68700142,3
68701576,2
68701708,3
68702028,2
68702237,3
68702261,2
68702364,2
68702396,2
68702474,3
68702520,2
68702547,3
68702641,3
68702648,3
68702655,2
68702660,3
68702699,2
68702731,2
68702737,2
68702751,3
68702759,2
68703014,2
68703023,2
68703028,2
68703058,2
68703245,3
68703381,3
68703451,3
68703465,3
68703478,3
68703500,3
68703505,3
68703510,3
68703518,3
68703621,3
68703917,3
68703923,3
68703934,3
68704004,3
68704032,3
68704225,3
68704230,3
68704233,3
68704397,3
68704487,3
68704491,3
68704493,3
68704502,3
68704528,3
68704532,3
68704535,3
68704811,3
68704816,3
68704822,3
68704826,3
68704830,3
68705139,3
68705149,3
68705153,3
68705157,3
68705160,3
68705664,3
68705777,3
68705780,3
68705820,2
68706499,2
68706843,3
68706852,3
68706859,3
68706862,3
68706900,3
68706905,3
68707065,3
68707068,3
68707359,3
68707365,3
68707386,3
68707411,3
68707415,3
68707417,3
68707447,3
68707458,3
68707485,3
68707489,3
68707502,3
68707507,3
68707529,3
68707638,3
68707641,3
68707644,3
68707646,3
68707652,3
68707653,3
68708060,3
68708379,3
68708546,3
68708550,3
68708559,3
68708578,3
68708743,3
68708778,3
68708794,3
68708826,3
68709123,3
68709128,3
68709146,2
68709383,3
68709417,2
68709421,3
68709433,3
68709443,3
68709460,3
68709497,3
68709574,3
68709598,2
68709600,3
68709707,2
68709713,3
68709741,3
68709746,3
68709750,3
68709755,3
68711233,3
68711340,3
68711611,3
68712680,3
68712806,3
68712996,2
68713001,3
68713004,2
68713009,3
68713076,3
68713082,3
68713141,2
68713144,3
68713179,3
68713260,2
68713320,2
68713628,3
68714766,3
68715189,3
68715194,3
68715378,3
68715384,3
68715400,3
68715403,3
68715733,3
68715884,2
68715892,2
68715953,3
68779153,3
68779157,3
68780528,2
68780585,3
68780601,3
68780726,3
68780729,3
68780760,3
68780949,3
68780964,2
68780979,2
68781537,3
68781656,3
68783628,3
68783989,3
68783994,3
68784042,3
68784051,2
68784119,3
68784121,3
68796217,3
68796540,3
68796542,3
68796545,3
68796653,3
68796871,3
68796876,3
68797096,3
68797112,3
68797124,3
68797135,3
68797234,3
68797268,3
68797463,3
68797586,3
68797591,3
68797595,3
68797603,3
68797607,3
68797762,3
68797766,3
68798949,3
68798958,3
68799184,3
68799676,3
68799737,2
68799746,3
68799773,3
68799784,3
68799803,3
68799814,2
68799820,3
68799840,3
68800068,3
68800152,2
68800155,3
68800163,2
68800165,3
68800173,2
68800181,3
68800327,2
68800335,3
68800356,2
68800383,3
68800396,3
68800863,3
68801011,3
68801197,3
68802003,3
68802678,2
68802680,3
68802682,2
68802708,2
68802769,3
68802787,2
68802795,3
68802805,3
68802829,3
68802846,2
68802850,3
68802867,2
68802871,3
68802996,3
68803002,3
68803015,2
68803026,3
68803035,2
68803043,3
68803051,2
68803104,2
68803110,3
68803190,2
68803300,3
68803581,2
68803585,2
68803593,3
68803613,2
68803860,2
68803865,3
68803875,2
68803883,3
68803888,2
68803901,3
68803905,2
68804806,2
68804842,2
68804943,2
68805008,2
68805482,2
68805583,2
68805634,2
68805745,2
68806101,2
68806137,2
68806426,3
68806432,3
68808987,3
68808994,3
68810837,2
68810859,2
68810924,2
68810927,2
68810957,2
68810992,2
68810998,2
68811014,2
68811066,2
68811087,2
68811128,2
68811545,2
68812770,3
68813490,3
68813646,3
68813689,3
68813695,3
68813702,3
68813706,3
68813711,3
68813713,3
68813717,3
68813722,3
68813725,3
68813731,3
68813737,3
68814622,3
68814630,3
68815165,3
68815176,3
68815261,3
68815537,3
68818265,3
11597,3
18589,3
32496,2
58945,3
71198,3
71201,3
130932,3
132791,2
134715,2
134746,3
134767,2
134785,2
134789,3
134922,2
135329,2
136929,2
180735,2
187079,2
213202,2
237489,2
248254,2
267167,2
385421,3
416248,3
432545,3
489881,2
490390,2
490393,3
490400,2
490419,3
490439,2
490440,3
490442,2
504131,3
592294,3
630850,2
755990,3
760733,2
804767,3
864933,3
890032,3
989529,3
990267,3
992979,3
993002,3
995447,3
996158,3
1299378,3
1299444,3
1300108,2
1300484,3
1347452,3
1389412,2
1413134,2
1455113,2
1462426,3
1511111,2
1511133,2
1517870,3
1518406,3
1519430,3
1573310,2
1574511,3
1574945,3
1574966,3
1583848,2
1585908,2
1603064,3
1603194,3
1603202,3
1603210,3
1603222,3
1607517,2
1610924,3
1618209,3
1628986,3
1629658,3
1634059,2
1674489,3
1674928,3
1674935,3
1681527,3
1710610,3
1725015,2
1729614,3
1729617,3
1729631,3
1731587,3
1732946,2
1809394,2
1809776,3
1809797,3
1838651,3
1839521,3
1921498,3
1921500,3
1983813,3
1991249,3
1991253,3
2023657,3
2234826,3
2364792,3
2398873,3
2437095,3
2599245,2
2641289,3
2666217,3
2670977,3
2678886,3
2745099,2
2923173,3
3007403,3
3008443,3
3009203,3
3017071,3
3021157,2
3152098,1
3225606,3
3278955,2
3278956,2
3352463,3
3352466,3
3439746,3
3439758,3
3582358,2
3582360,2
3582468,2
3583025,2
3583095,2
3583614,3
3583638,2
3583652,2
3583654,3
3583671,3
3584067,2
3584230,3
3584237,2
3584691,3
3584693,2
3584694,2
3643569,3
3691840,2
3703964,3
3709347,3
3709367,2
3756612,3
4077272,3
4276317,3
4303561,3
4384169,2
4456967,2
4457061,3
4459062,2
4459937,3
4459938,2
4461089,2
4463523,2
4463534,3
4464081,2
4464561,2
4468758,3
4469305,2
4490095,3
4503959,3
4534611,3
4534614,3
4716641,3
4811708,3
4813646,2
4814351,3
4815021,3
4981832,2
5053279,2
5254580,3
5268150,3
5288042,3
5299621,3
5382031,3
5408917,3
5442736,3
5452926,2
5525108,3
6183292,3
6184520,3
6195577,3
6300652,3
6407165,3
6603301,3
6628076,3
6699215,3
6736493,3
6740412,3
6788218,3
6852699,3
6898692,3
6923189,3
7029837,3
7225112,2
7241797,3
7251755,3
7252279,3
7265477,3
7275038,3
7300418,3
7300420,3
7368198,3
7368538,3
7368542,2
7459945,3
7464202,3
7501517,3
7502244,3
7509453,3
7509636,3
7605313,3
7711435,3
7895814,3
7960124,2
8000733,3
8026436,2
8198864,3
8207637,3
8361189,3
8362529,2
8364087,3
8379692,3
8441999,2
8479566,3
8679347,3
8865092,3
8988090,3
9001563,2
9069306,3
9232101,3
9232838,2
9233801,3
9238301,3
9317078,3
9329235,3
9380916,3
9386086,3
9432662,3
9484505,3
9501653,3
9513071,3
9631185,3
9715741,3
9873860,3
9915603,2
9915610,3
10039521,3
10091634,3
10345597,2
10386895,2
10428005,3
10438596,3
10440860,3
10441042,3
10441351,3
10441381,3
10443781,3
10452322,3
10488964,3
10495119,2
10501000,3
10524524,3
10636652,3
10707302,2
10903074,3
11028682,2
11028686,2
11031400,3
11039717,3
11085477,3
11113718,3
11113719,3
11113730,3
11113740,3
11113752,3
11113771,3
11113828,3
11114247,3
11409455,2
11780829,3
11810414,3
11825019,3
11894395,3
11895424,2
11895535,3
11897560,3
11956774,3
11957000,2
11978110,2
11989876,3
12125338,3
12125343,3
12182590,3
12219304,3
12286310,3
12347810,3
12379727,2
12379728,2
12379729,2
12379730,2
12404136,3
12407265,3
12502402,3
12530027,2
12530253,2
12530254,2
12530258,2
12530262,2
12530265,2
12530274,2
12530278,2
12530281,2
12530284,2
12530323,2
12676088,3
12781046,3
12831826,3
12973653,3
13107605,2
13164801,2
13171856,3
13264979,3
13300859,3
13300865,3
13300923,3
13327587,3
13486342,3
13487553,3
13504755,3
13514906,3
13520733,3
13578774,3
13619073,3
13736923,3
13755582,3
13758121,3
13765937,3
13909377,3
13959997,3
14035558,3
14385870,2
14385878,2
14524897,3
14537263,3
14787592,3
14846683,3
14868348,3
14956297,3
15090709,3
15273644,3
15292794,3
15360931,3
15396947,3
15585744,3
15624399,3
15634277,3
15634305,3
15663844,3
15713439,3
15842079,3
15843652,1
15852119,3
15966722,1
16040718,3
16110970,3
16138579,2
16138580,3
16138582,3
16138596,3
16154687,3
16283222,2
16349753,3
16645563,3
16649999,3
16707838,3
16709065,3
16744647,3
16946638,3
17045048,3
17184666,2
17217515,3
17219895,3
17220778,3
17260125,3
17260300,3
17278262,3
17716640,3
17843091,3
17843092,3
17911863,3
18189799,3
18190390,3
18226244,3
18278616,3
18299854,3
18392586,2
18429732,3
18456599,3
18658959,2
18706834,3
18706835,3
18887838,3
19077858,3
19102496,3
19141773,3
19162234,3
19162235,3
19493748,3
19510247,3
19560821,3
19566762,3
19755539,3
19781093,3
19781101,3
20100389,3
20119448,3
20299752,3
20337246,3
20345925,3
20369363,2
20400281,3
20401836,2
20411980,3
20411981,3
20413097,3
20413283,3
20473193,3
20527507,3
20527508,3
20632048,3
20662346,2
20668270,3
21085291,3
21190356,3
21214842,2
21473915,3
21473942,3
21635387,3
21864255,3
21934432,3
21962949,3
21963106,3
21966147,2
21966150,3
21976573,3
21996910,3
22031862,3
22634732,3
22837749,3
23014172,2
23087218,3
23321855,2
23460338,3
23486282,2
23498001,2
23604301,2
23658699,3
23696536,3
23720102,3
23782081,3
23888886,3
23941900,3
23998378,3
23999541,3
24196551,3
24261566,3
24406722,3
24724911,3
24867647,3
24934936,3
24941054,3
24946511,3
24946767,3
24946775,2
24969791,3
25009462,3
25009463,3
25014650,3
25022012,3
25034340,3
25034344,3
25034363,3
25034364,3
25048406,3
25049378,3
25130150,3
25220133,3
25306937,2
25354365,3
25396747,3
25697310,3
25950172,3
25950721,3
25950726,3
26112458,3
26116086,3
26243770,3
26325371,3
26333592,3
26334350,3
26469681,2
26700310,2
27341934,3
27355398,3
27534410,2
27534541,3
27819025,2
27845038,3
27885758,3
27950889,3
28345251,3
28424954,3
28561465,2
28601468,1
28901032,3
28901420,3
29460050,3
29488902,3
29488961,3
29677336,2
29710735,3
29887113,3
29927928,3
29928259,3
29928264,3
29928768,3
30092366,2
30219668,3
30295566,3
30390189,3
30390207,3
30390208,3
30390210,3
30446866,2
30552445,3
30560498,3
30561574,3
30575059,3
30701415,3
30744304,3
30766827,3
30767313,3
30768409,3
30811863,2
30841549,3
30865984,3
30870808,3
30878507,3
30885200,3
31066750,3
31093119,3
31174444,3
31196073,3
31772153,3
32075981,3
32112680,2
32144884,3
32373275,2
32484048,3
32536531,3
32605934,3
32637836,3
32728668,3
33501663,3
33601514,3
33835708,3
33985051,2
33985058,3
34275621,3
34479424,2
34730365,3
35115004,3
35190874,3
35429655,1
35515401,3
35524950,3
35554149,3
35572225,3
35572832,3
35624435,3
35650150,3
35843040,3
36070072,2
36221866,3
36401694,3
36422368,3
36466341,3
36493054,3
36626857,3
36626863,3
36626865,3
36626872,3
36626873,3
36627157,3
36627164,3
36627167,3
36627172,3
36627173,3
36627175,3
36627176,3
36627177,3
36627178,3
36627181,3
36627182,3
36627185,3
36627188,3
36627189,3
36627190,3
36627192,3
36627193,3
36627195,3
36627196,3
36627197,3
36627198,3
36627199,3
36627200,3
36627202,3
36627203,3
36627206,3
36627207,3
36627208,3
36627209,3
36627212,3
36627213,3
36627215,3
36627216,3
36627217,3
36627218,3
36627219,3
36627221,3
36627224,3
36627226,3
36627227,3
36627228,3
36627230,3
36627234,3
36627237,3
36694625,3
36783173,3
36830153,3
36839991,3
36840008,3
36840014,3
37063213,2
37212080,3
37238895,3
37244457,3
37294048,3
37336077,3
37365530,3
37367742,3
37369754,3
37401299,3
37433162,3
37433163,3
37645255,3
37721875,3
37727939,3
37749112,3
37749113,3
37749114,3
37877576,3
37905465,3
37926699,3
37934403,3
37946126,3
38052752,3
38077260,3
38084083,3
38095873,3
38123761,3
38373008,3
38400743,3
38424552,3
38426197,3
38458258,3
38480225,3
38498041,3
38502162,3
38576656,3
38609855,3
38627128,3
38629199,3
39197721,3
39458157,3
39460075,3
39890318,3
40843561,3
41254884,3
41551435,2
41775978,3
41777392,3
41786732,3
41791721,3
41791723,3
41791725,3
41868437,3
41868446,3
41869134,3
41869135,3
41876817,3
42119033,3
42161559,3
42163888,3
43132911,3
43148737,3
44287749,3
44477623,3
44584511,2
44605589,3
44605591,3
44644506,3
46709675,3
46794012,3
46991044,2
46992379,2
46992391,2
47079298,2
47129920,3
47580334,2
47581276,3
47583616,3
47583618,3
47624148,3
47626772,3
47631145,3
47637940,3
47640944,3
47642710,3
48051592,3
48052548,2
48057926,3
48059463,3
48060755,2
48070838,3
48079974,3
48104729,3
48104737,3
48104756,3
48105037,3
48236129,3
48352019,3
48369396,3
48421825,3
48632126,3
48659077,3
48659078,3
49024931,3
49379355,2
49763392,3
49810673,3
49816070,3
50439552,3
50823251,3
50823252,3
51100504,3
51604894,3
51604895,3
51604897,3
51702639,2
52894355,3
53260013,3
54165974,3
54348409,3
54569874,3
54614502,3
54614750,3
54615320,3
54615323,3
54615330,3
54615749,3
54615757,3
54616865,3
54616911,3
54845545,3
54863078,3
55687179,3
55687495,2
55712617,3
55720610,3
55726130,3
55739551,3
55750810,3
55829031,3
55893686,3
56126547,3
56177727,3
56189602,2
56189770,2
56456280,2
56967114,3
56967141,3
57129548,3
57186903,2
57213687,2
57711900,3
57970078,3
58067268,3
58119810,3
58209295,3
58275223,3
58304932,3
58586826,3
58590345,2
58703631,3
58704834,3
58767636,3
58797998,3
58832799,3
58839175,3
58863036,3
58907824,3
59005866,3
59452550,3
60133956,3
60355911,3
60416213,3
60417328,3
60511573,3
60583680,3
60686436,3
60686437,3
60815848,3
60847873,3
60925856,3
61510459,2
61510460,3
61511542,3
61713545,3
61717778,3
61751332,3
61769776,3
61949763,3
62248259,2
62401490,3
62623486,3
62712020,3
62940511,3
62965027,3
62971655,3
63094013,2
63703447,3
63788726,3
63788728,3
63792775,3
63993028,3
64098025,3
64099484,1
64099657,3
64099675,3
64101858,2
64103157,3
64103228,3
64103261,3
64133091,3
64149929,3
64151684,3
64161444,3
64243617,3
64269766,3
64271195,3
64346707,3
64346910,3
64360104,3
64362141,2
64364126,3
64367474,3
64374776,3
64418357,3
64434622,3
64510846,3
64524669,3
64580594,1
64580914,1
64580922,1
64581185,1
64581186,1
64605833,3
64615033,3
64648030,2
64749726,3
64911454,3
64911668,3
64913486,2
64914420,3
64914422,3
64919612,3
64919854,3
64922642,3
64949636,3
65070071,3
65114463,3
65193333,3
65200699,3
65430165,3
65721026,3
65927739,3
65927819,3
65951077,3
66002200,3
66002369,3
66033996,3
66039758,3
66085499,3
66085504,3
66139835,3
66381816,2
66506479,3
66680016,3
66687816,3
66952714,3
66952716,3
66954540,3
66955368,3
66970943,3
66971191,3
66971396,3
66972127,3
66972197,3
66972199,3
66972328,3
66972379,3
66972381,3
66972390,3
66972394,3
66972408,3
66972975,3
66972976,3
66973171,3
66973247,3
66973252,3
66973951,3
66973956,3
66974198,3
66974257,3
66974433,3
66974446,3
66974448,3
66974459,3
66974467,3
66974489,3
66974502,3
66974674,3
66975167,3
66975168,3
66975262,3
66975263,3
66975507,3
66975606,3
66976295,3
66976305,3
66976306,3
66976508,3
67295625,3
67383321,3
67491990,3
67554262,3
67577017,3
67681571,2
67714420,3
67714513,3
67714516,3
67714551,3
67714876,3
67715071,3
67715099,3
67715370,3
67715459,3
67861162,3
68158924,3
68159868,3
68160119,3
68453842,2
68608605,3
68829755,3
68829921,3
68830020,3
68945060,3
68950136,3
69162925,3
69278503,3
69340397,3
69551440,3
69586059,3
69881580,3
70061244,2
70462563,3
70462617,3
70462621,3
70478553,3
70677319,3
70694206,3
70769864,2
71136814,3
71390499,2
71392595,3
71843599,3
71911207,3
71959840,3
71959843,3
71979909,2
72014820,3
72015339,3
72050171,3
72050506,3
72050791,3
72863464,2
73017636,3
73146768,3
73593732,3
73997556,3
74568149,3
75398289,3
75434664,3
75721304,3
76050150,3
76050560,3
76824593,3
77159423,3
77321272,3
77426280,3
77676247,3
77758824,3
79446356,3
79668783,3
79796799,3
79839958,3
79862956,3
79906870,3
79987153,3
80002862,3
80169183,3
80169184,3
80242184,3
80536591,3
80554942,3
80892937,3
81003926,3
81008326,2
81239566,2
81781504,3
81818343,3
82096978,3
82880409,3
82881540,3
83552554,3
83648389,3
83757815,3
83774817,2
83866756,3
84187463,3
84392153,3
84736986,3
84756426,2
85087377,3
85271671,3
85845045,3
85891340,3
86959819,3
87303941,3
87775054,3
87775669,3
87779290,3
87803645,3
87864311,3
87966635,3
87966637,3
87967034,3
87968273,3
87968374,3
87968375,3
87968381,3
87968395,3
87968398,3
88358972,3
88388393,3
88934021,3
88935456,3
88935458,3
89038360,3
89039142,2
89633371,3
89880157,3
91005234,3
91252302,3
91573814,3
91778010,3
91899551,3
92050394,2
92153472,2
92286565,3
92906482,3
92906925,3
92912287,3
92914468,3
93043131,3
93414418,3
93441069,3
93810252,3
93812104,3
93813956,3
94396003,3
94585901,3
94682306,3
94746759,3
95060946,3
95545818,3
95587403,3
95681459,3
95876759,3
96037347,3
96113071,3
96456229,3
96814875,3
96870298,2
97334057,3
97342112,3
97783921,3
97878269,3
97884175,3
97884179,3
98088683,3
98155364,3
98200853,3
98224901,3
98328453,3
99019841,3
99039573,3
99127165,3
99127167,3
99230537,3
99309956,3
99375724,2
99781575,2
99875178,2
99924189,3
99948751,3
100297156,3
100656358,3
100706124,3
100828992,3
100829055,3
101488101,3
102084532,3
102125503,3
102219885,3
102235289,3
102250802,1
102271067,3
102298976,3
102302963,3
102464835,3
102483523,2
102502088,3
102506997,3
102722400,3
102764025,3
103264850,2
103667518,3
103696136,2
103696137,2
103700850,3
104899698,3
105407738,3
105481757,3
106186129,3
106312272,3
106567235,3
106568339,3
106727713,3
108067291,3
108094822,3
108119629,3
108192191,3
108467987,3
109654310,3
110050423,3
110148494,3
112802838,3
112803729,3
113048587,3
113657213,2
113664521,3
113788568,1
113788733,1
113788742,1
114087971,3
114161364,3
114402130,3
114507705,3
114547711,3
114660022,3
114697820,3
114745620,3
114746903,3
114786141,1
115148894,3
115152716,3
115241761,3
115322242,3
115483973,3
115623815,2
115644518,3
115645949,3
115645973,3
115702096,3
115728838,3
115913313,3
116110702,3
116469093,3
116606077,3
116648164,3
116650836,3
117252681,3
117740747,3
117936281,3
118084633,3
118137011,2
118976360,3
118976361,3
118976548,3
119148955,3
119205465,3
119427949,3
119427950,3
119427951,3
119473836,3
119480897,3
119584234,2
119659755,2
119689473,3
119689474,3
119691078,1
119695035,3
119695037,3
119762000,3
119877294,3
120040211,3
120171993,3
120562192,3
120733372,3
120733373,3
120897318,3
121014000,3
121014002,3
121389286,3
121551417,3
121666095,3
121950140,3
121957452,2
122523550,3
122624686,3
122779401,3
122845155,3
122854675,2
123179717,3
123279535,3
123525413,2
123544677,3
123568594,3
123643252,3
123766841,3
124146244,3
124421097,3
124805690,3
125008294,3
125638619,3
125846992,3
126093390,3
126103163,2
126256672,3
126675037,3
126727276,3
126893068,3
126942743,3
126995423,1
127048588,3
127131776,3
127172334,2
127284149,3
127319505,3
127437645,2
127553289,3
127769166,3
127785021,3
127891707,3
128268110,3
128315247,3
128378164,3
128423391,3
128423643,3
128423685,3
128460065,3
128755486,3
128936101,3
129255692,3
129305324,3
129581205,3
129898763,3
130908126,3
130961778,3
131053409,3
131113184,3
131311895,3
131999907,3
132011056,3
132453770,3
132542244,3
133099252,3
133421382,3
133422388,3
133497870,3
133604329,3
133700663,3
133845390,3
134941097,3
135058916,3
135408138,3
135575662,3
137121457,3
137121458,3
137126845,3
137134212,3
137247689,3
137417236,3
137453115,3
138235325,3
138311469,3
139612439,3
139890383,3
140065171,3
140198353,3
140318845,3
142301097,3
144895087,3
146332838,3
147117561,3
147156047,3
148543246,3
150509840,3
153725014,2
154760316,2
154760317,3
154760318,3
154760320,3
155070920,2
157331557,3
161841534,3
161847682,3
161857467,3
162878551,3
165569491,3
166964623,3
169209958,3
170362176,3
170421541,3
170657727,3
170683037,3
170709852,3
171055216,3
171059007,3
171980178,3
172810899,3
173294375,3
174028854,3
174058114,3
174763607,3
175533087,2
175787216,3
179908957,3
182776391,2
182804356,3
188753023,3
188780713,3
189217030,3
192288812,3
197299668,3
197918533,3
198550510,3
198952200,3
203221795,1
205031523,1
205041271,1
205042152,1
208537718,3
208626336,3
208714614,3
209826897,3
210603412,2
212067541,3
212199481,3
212200445,3
212272924,3
212424596,3
212494216,3
212671387,3
212673196,3
213052929,3
214589817,3
214966100,2
214990278,2
215010201,3
217714336,3
217744190,2
217838676,3
219927785,3
220517626,3
224145630,3
224146675,3
225253551,3
226940398,3
227937205,3
229162974,3
232274293,3
233164368,3
233372009,2
233526697,3
233533927,3
233567200,3
234143931,3
234149337,3
234149343,3
234149344,3
234149345,3
234149449,2
234149469,2
234149478,2
234149728,2
234149917,2
234149919,2
234149923,2
234149926,3
234150073,3
234150398,3
234150407,3
234150977,2
234151149,2
234151150,3
234151153,3
234151155,3
234151302,3
234151303,3
234151304,3
234151306,3
234151419,3
234151421,3
234151426,3
234151585,3
234151758,2
234151767,2
234152102,3
234152104,2
234152109,2
234152126,2
234152128,3
234152131,3
234152200,3
234152204,3
234152449,3
234152462,3
234153330,3
234153344,3
234153348,3
234154006,3
234154008,3
234154014,3
234154434,3
234154435,3
234154447,3
234154450,3
234154792,3
234154805,3
234155206,3
234155209,3
234155214,3
234155216,3
234155240,3
234155244,3
234155245,3
234155255,3
234155519,3
234155561,3
234155564,3
234155934,3
234156297,3
234156298,3
234156724,3
234157045,3
234157049,3
234157057,3
234157440,3
234157443,3
234157459,3
234157464,3
234157471,3
234157766,3
234158210,3
234158580,3
234158938,3
234159272,3
234159273,3
234159299,3
234159316,3
234159318,3
234159633,3
234159635,3
234160045,3
234160048,3
234160051,3
234160058,3
234160061,3
234160063,3
234160072,3
234160074,3
234160100,3
234160102,3
234160105,3
234160435,3
234160439,3
234160450,3
234160456,3
234160478,3
234160495,3
234160498,3
234160501,3
234160508,3
234160510,3
234160513,3
234160738,3
234160741,3
234160746,3
234160749,3
234160752,3
234160759,3
234160763,3
234160764,3
234160767,3
234160769,3
234160773,3
234160776,3
234160780,3
234160782,3
234161339,2
234161347,2
234161446,3
234161447,3
234161448,2
234161663,2
234161668,2
234161971,2
234161972,3
234161983,2
234161991,2
234162295,3
234162305,3
234162309,3
234162312,3
234162319,3
234162322,3
234162346,3
234162357,3
234162360,3
234162644,3
234162976,3
234162978,3
234162979,3
234163212,3
234163216,3
234163224,2
234163236,3
234163238,3
234163453,3
234163461,3
234163471,2
234163475,2
234163476,2
234163485,3
234163490,3
234163491,2
234163504,2
234163509,2
234164444,3
234165043,3
234165045,3
234165361,3
234165367,3
234165401,2
234165956,3
234165959,3
234165962,3
234165964,3
234165966,3
234165969,3
234165972,3
234166216,1
234166249,1
234166251,1
234166489,1
234166496,1
234166497,3
234166563,1
234166793,3
234166801,3
234167188,1
234167190,1
234167193,1
234167195,1
234167203,1
234167204,3
234167503,3
234168356,3
234168360,3
234168361,3
234168369,3
234168371,3
234168375,3
234168378,3
234168398,3
234168400,3
234168403,3
234168405,3
234168407,3
234168635,3
234168772,3
234168800,3
234168802,3
234168804,3
234168819,1
234168960,3
234169124,3
234169256,3
234169258,2
234169263,1
234169273,3
234169275,1
234169283,3
234169294,3
234169857,3
234169860,1
234169863,3
234169864,3
234169891,3
234169895,3
234170023,3
234170801,2
234170821,3
234170822,3
234170826,3
234170837,3
234170848,2
234170852,3
234170855,2
234170858,3
234170869,2
234170872,3
234170874,2
234170875,3
234170899,3
234170905,3
234170911,3
234170916,3
234170918,3
234170925,3
234171169,3
234171178,3
234171257,3
234171455,3
234171460,3
234171657,3
234171663,3
234171713,3
234171714,3
234172019,3
234172021,3
234172025,3
234172225,3
234172228,3
234172229,3
234172232,3
234172244,3
234172247,3
234172248,3
234172434,3
234172441,3
234172452,3
234172568,3
234172570,3
234172649,3
234172882,3
234172888,3
234172889,3
234172892,3
234172894,3
234172930,3
234172933,3
234172939,3
234172942,3
234172947,3
234172954,3
234173120,3
234173247,3
234173748,2
234173758,2
234174124,3
234174126,3
234174171,2
234175558,3
234175980,3
234176923,3
234176931,3
234176937,2
234177170,2
234177314,3
234177319,3
234177325,3
234177328,3
234177330,3
234177348,2
234177350,3
234177966,3
234177967,3
234178022,3
234178025,3
234178189,3
234178196,3
234178563,3
234178783,3
234178905,3
234178984,2
234179776,3
234179919,2
234179921,3
234179926,3
234179927,3
234179928,3
234179931,3
234179942,3
234180384,3
234180399,3
234180442,3
234180491,3
234180493,3
234180494,3
234180497,3
234180498,2
234180500,3
234180507,3
234180509,3
234180525,1
234180531,3
234180534,3
234180890,2
234181111,3
234181126,3
234181132,3
234181136,3
234181138,3
234181139,3
234181140,3
234181143,3
234181154,2
234181157,3
234181516,3
234181517,2
234181538,2
234181541,3
234181542,2
234181545,3
234181912,3
234181917,3
234181940,2
234181947,2
234182501,3
234182506,3
234182511,3
234182620,3
234182627,3
234182654,3
234182656,2
234182659,3
234182678,3
234182810,3
234183239,3
234183242,3
234183257,3
234183507,3
234183513,3
234183517,3
234183521,3
234183525,3
234183800,3
234184548,3
234184634,3
234184962,3
234185123,3
234185133,3
234185136,3
234185148,2
234185157,3
234185164,3
234185639,3
234185855,3
234186174,3
234187102,3
234187463,3
234187465,3
234187473,3
234187476,3
234187495,2
234187527,3
234188170,2
